,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
431327,2173476,203218,Consumer loans,3595.77,31658.4,31658.4,0.0,31658.4,WEDNESDAY,15,Y,1,0.0,,,XAP,Approved,-110,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,20,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-71.0,199.0,365243.0,365243.0,0.0
1429806,2305508,295639,Consumer loans,2404.44,21375.0,19485.0,3375.0,21375.0,FRIDAY,15,Y,1,0.16079098067287045,,,XAP,Approved,-1770,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,120,Construction,10.0,middle,POS industry with interest,365243.0,-1736.0,-1466.0,-1466.0,-1460.0,0.0
1237782,1416301,415694,Cash loans,,0.0,0.0,,,SATURDAY,15,Y,1,,,,XNA,Canceled,-169,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1137853,2009938,408016,Cash loans,18488.745,225000.0,247275.0,,225000.0,SUNDAY,9,Y,1,,,,XNA,Approved,-538,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-508.0,2.0,-178.0,-174.0,1.0
809504,2003212,284486,Cash loans,14019.705,135000.0,143910.0,,135000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-809,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-779.0,-449.0,-449.0,-442.0,1.0
478052,2507196,417581,Cash loans,16109.415,315000.0,383193.0,,315000.0,TUESDAY,11,Y,1,,,,XNA,Refused,-310,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
90544,2786318,278950,Cash loans,,0.0,0.0,,,FRIDAY,18,Y,1,,,,XNA,Canceled,-314,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1394583,2467010,124061,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SATURDAY,13,Y,1,,,,XAP,Approved,-324,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,walk-in,Regional / Local,126,Consumer electronics,0.0,XNA,Card Street,,,,,,
396116,2361147,206840,Consumer loans,,96178.5,96178.5,,96178.5,FRIDAY,16,Y,1,,,,XAP,Unused offer,-1156,Cash through the bank,CLIENT,Unaccompanied,Repeater,Computers,XNA,XNA,Regional / Local,5,Consumer electronics,,XNA,POS household with interest,,,,,,
478110,2720028,347577,Cash loans,10907.775,157500.0,178290.0,,157500.0,THURSDAY,14,Y,1,,,,XNA,Approved,-901,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-871.0,-181.0,-841.0,-827.0,1.0
1589965,2262387,416403,Cash loans,27234.45,765000.0,765000.0,,765000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-789,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,60.0,middle,Cash X-Sell: middle,365243.0,-759.0,1011.0,-639.0,-633.0,0.0
376065,1180190,187958,Cash loans,29440.8,450000.0,512370.0,,450000.0,WEDNESDAY,9,Y,1,,,,XNA,Approved,-681,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),3,XNA,36.0,high,Cash X-Sell: high,365243.0,-651.0,399.0,-591.0,-586.0,1.0
53188,2292287,197203,Consumer loans,3168.315,17055.0,15538.5,2250.0,17055.0,WEDNESDAY,14,Y,1,0.13775498470666694,,,XAP,Approved,-1287,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,25,Connectivity,6.0,high,POS mobile with interest,365243.0,-1248.0,-1098.0,-1098.0,-1094.0,0.0
1389915,1083622,142346,Consumer loans,15623.595,302373.0,302373.0,0.0,302373.0,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-614,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,1600,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-583.0,107.0,365243.0,365243.0,0.0
537644,1810037,425741,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-295,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1021449,2368826,212175,Cash loans,29129.805,337500.0,368685.0,,337500.0,TUESDAY,7,Y,1,,,,Repairs,Approved,-707,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,365243.0,-677.0,13.0,-317.0,-310.0,1.0
958356,2144123,378512,Cash loans,,0.0,0.0,,,THURSDAY,11,Y,1,,,,XNA,Canceled,-475,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1249490,2096123,441612,Cash loans,8605.17,112500.0,123637.5,,112500.0,FRIDAY,13,Y,1,,,,XNA,Approved,-736,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-706.0,-196.0,-226.0,-216.0,1.0
836566,1691389,366392,Consumer loans,2314.53,25087.5,22576.5,2511.0,25087.5,SUNDAY,12,Y,1,0.1090067672238076,,,XAP,Approved,-824,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,350,Construction,12.0,middle,POS industry with interest,365243.0,-791.0,-461.0,-611.0,-607.0,0.0
464665,2194370,225382,Cash loans,18675.315,139500.0,169191.0,,139500.0,WEDNESDAY,15,Y,1,,,,XNA,Approved,-567,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-537.0,-207.0,-207.0,-199.0,1.0
1593350,1898441,178738,Revolving loans,45000.0,0.0,900000.0,,,WEDNESDAY,7,Y,1,,,,XAP,Approved,-662,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-301.0,-260.0,365243.0,365243.0,365243.0,0.0
1243165,1924788,358973,Cash loans,,0.0,0.0,,,TUESDAY,16,Y,1,,,,XNA,Canceled,-365,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
95761,2531649,166700,Cash loans,27924.435,382500.0,417843.0,,382500.0,MONDAY,13,Y,1,,,,Urgent needs,Refused,-613,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,middle,Cash Street: middle,,,,,,
143581,1718424,426523,Consumer loans,2592.135,24687.0,22212.0,2475.0,24687.0,SUNDAY,9,Y,1,0.10918702150929634,,,XAP,Approved,-2581,XNA,XAP,Unaccompanied,Refreshed,Mobile,POS,XNA,Stone,47,Connectivity,12.0,high,POS mobile with interest,365243.0,-2547.0,-2217.0,-2217.0,-2203.0,0.0
600227,2364179,127880,Revolving loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XAP,Canceled,-143,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1522161,1709533,183017,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-189,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
804793,1857474,104096,Consumer loans,7259.94,36400.5,39285.0,0.0,36400.5,FRIDAY,15,Y,1,0.0,,,XAP,Refused,-153,Cash through the bank,HC,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,145,Consumer electronics,6.0,low_normal,POS household with interest,,,,,,
1372871,2286494,124919,Consumer loans,7428.51,42750.0,40504.5,4275.0,42750.0,MONDAY,16,Y,1,0.103973104576059,,,XAP,Approved,-1187,Cash through the bank,XAP,"Spouse, partner",New,Auto Accessories,POS,XNA,Stone,5,Industry,6.0,middle,POS industry with interest,365243.0,-1156.0,-1006.0,-1036.0,-1033.0,0.0
1525529,2008024,174634,Consumer loans,21500.955,218178.0,237186.0,0.0,218178.0,WEDNESDAY,16,Y,1,0.0,,,XAP,Approved,-1148,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,1811,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1117.0,-787.0,-787.0,-778.0,0.0
1018532,1334908,195409,Revolving loans,11250.0,225000.0,225000.0,,225000.0,MONDAY,17,Y,1,,,,XAP,Approved,-540,XNA,XAP,,Refreshed,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-540.0,-499.0,365243.0,365243.0,365243.0,0.0
1183787,2633576,274345,Consumer loans,,34832.7,34832.7,0.0,34832.7,SATURDAY,17,Y,1,0.0,,,XAP,Refused,-588,Cash through the bank,HC,,Refreshed,Mobile,XNA,XNA,Country-wide,31,Connectivity,,XNA,POS mobile with interest,,,,,,
249741,1151959,447199,Revolving loans,9000.0,180000.0,180000.0,,180000.0,THURSDAY,16,Y,1,,,,XAP,Approved,-410,XNA,XAP,,Repeater,XNA,Cards,x-sell,AP+ (Cash loan),50,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
125218,2537907,150871,Consumer loans,15465.465,125145.0,137533.5,0.0,125145.0,SATURDAY,16,Y,1,0.0,,,XAP,Approved,-1679,XNA,XAP,Unaccompanied,Refreshed,Computers,POS,XNA,Stone,100,Consumer electronics,12.0,high,POS household with interest,365243.0,-1629.0,-1299.0,-1299.0,-1244.0,0.0
304017,1930510,422337,Cash loans,,0.0,0.0,,,SATURDAY,9,Y,1,,,,XNA,Canceled,-376,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
391863,1080965,342460,Cash loans,7395.48,90000.0,98910.0,,90000.0,SATURDAY,12,Y,1,,,,XNA,Approved,-321,XNA,XAP,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-291.0,219.0,-201.0,-194.0,1.0
1177491,2668522,169545,Revolving loans,6750.0,135000.0,135000.0,,135000.0,FRIDAY,10,Y,1,,,,XAP,Approved,-701,XNA,XAP,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),6,XNA,0.0,XNA,Card Street,-698.0,-657.0,365243.0,-567.0,365243.0,0.0
1005415,2301938,333085,Cash loans,,0.0,0.0,,,TUESDAY,8,Y,1,,,,XNA,Canceled,-352,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
1304539,1775655,269185,Consumer loans,,36153.0,36153.0,0.0,36153.0,TUESDAY,9,Y,1,0.0,,,XAP,Unused offer,-221,Cash through the bank,CLIENT,,Repeater,Photo / Cinema Equipment,XNA,XNA,Country-wide,45,Connectivity,,XNA,POS mobile with interest,,,,,,
550361,2093734,348370,Cash loans,21699.72,180000.0,191880.0,0.0,180000.0,SATURDAY,11,Y,1,0.0,,,Buying a used car,Refused,-2183,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,,,,,,
846585,2148151,337168,Consumer loans,5924.16,49500.0,53856.0,0.0,49500.0,MONDAY,16,Y,1,0.0,,,XAP,Approved,-644,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,160,Furniture,10.0,low_normal,POS industry with interest,365243.0,-613.0,-343.0,-343.0,-337.0,0.0
746297,2583644,128845,Consumer loans,21296.52,230616.0,225360.0,23062.5,230616.0,FRIDAY,16,Y,1,0.10110661913034888,,,XAP,Approved,-1162,Cash through the bank,XAP,Family,Refreshed,Audio/Video,POS,XNA,Regional / Local,500,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1131.0,-801.0,-801.0,-796.0,0.0
108484,1148029,183396,Cash loans,23825.925,454500.0,499495.5,,454500.0,TUESDAY,15,Y,1,,,,XNA,Approved,-366,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,30.0,low_normal,Cash X-Sell: low,365243.0,-336.0,534.0,-186.0,-180.0,1.0
1037656,1801331,398226,Consumer loans,7940.115,67275.0,68989.5,4500.0,67275.0,THURSDAY,11,Y,1,0.06668856218791927,,,XAP,Approved,-1764,Cash through the bank,XAP,Unaccompanied,Refreshed,Computers,POS,XNA,Stone,148,Consumer electronics,12.0,high,POS household with interest,365243.0,-1733.0,-1403.0,-1403.0,-1397.0,0.0
992591,1540129,251245,Cash loans,18365.58,225000.0,269550.0,,225000.0,FRIDAY,16,Y,1,,,,Journey,Approved,-625,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,365243.0,-595.0,455.0,-505.0,-497.0,1.0
449245,1905551,390822,Cash loans,14660.415,67500.0,77850.0,,67500.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-528,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-498.0,-348.0,-348.0,-342.0,1.0
1166199,2032851,150335,Revolving loans,3375.0,112500.0,67500.0,,112500.0,TUESDAY,10,Y,1,,,,XAP,Refused,-286,XNA,HC,Family,Repeater,XNA,Cards,x-sell,Country-wide,1720,Consumer electronics,0.0,XNA,Card X-Sell,,,,,,
420325,1613942,249866,Cash loans,40347.045,360000.0,379008.0,,360000.0,THURSDAY,17,Y,1,,,,XNA,Approved,-168,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-138.0,192.0,365243.0,365243.0,1.0
1520759,1066110,156575,Cash loans,,0.0,0.0,,,MONDAY,12,Y,1,,,,XNA,Canceled,-212,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1575646,2610604,200072,Cash loans,45365.76,414000.0,464332.5,,414000.0,SUNDAY,9,Y,1,,,,XNA,Approved,-166,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,,,,,,
1360683,1369532,111240,Consumer loans,20125.08,82395.0,97875.0,0.0,82395.0,SATURDAY,9,Y,1,0.0,,,XAP,Approved,-463,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,high,POS mobile with interest,365243.0,-432.0,-282.0,-282.0,-280.0,0.0
369119,2216315,170486,Cash loans,52999.92,1129500.0,1260702.0,,1129500.0,TUESDAY,16,Y,1,,,,XNA,Approved,-576,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,middle,Cash X-Sell: middle,,,,,,
801436,1097400,155320,Cash loans,,0.0,0.0,,,FRIDAY,11,Y,1,,,,XNA,Refused,-159,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
673134,1391195,341550,Consumer loans,4517.235,40387.5,40666.5,4041.0,40387.5,SATURDAY,12,Y,1,0.09844022509951042,,,XAP,Approved,-387,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,33,Connectivity,12.0,high,POS mobile with interest,365243.0,-351.0,-21.0,-21.0,-15.0,0.0
1331543,1269406,156367,Cash loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-448,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
988402,1729535,367573,Revolving loans,29250.0,585000.0,585000.0,,585000.0,SATURDAY,3,Y,1,,,,XAP,Approved,-118,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-88.0,-46.0,365243.0,365243.0,365243.0,0.0
755103,2273613,368701,Cash loans,61281.495,1035000.0,1095111.0,,1035000.0,WEDNESDAY,12,Y,1,,,,XNA,Approved,-1021,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-990.0,-300.0,-300.0,-296.0,0.0
1622555,1360245,219965,Cash loans,35400.69,450000.0,508630.5,,450000.0,SATURDAY,12,Y,1,,,,Other,Approved,-530,Cash through the bank,XAP,Family,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,18.0,low_normal,Cash Street: low,365243.0,-500.0,10.0,365243.0,365243.0,1.0
1290665,1149152,103286,Cash loans,,0.0,0.0,,,THURSDAY,14,Y,1,,,,XNA,Canceled,-273,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
746719,2290492,117324,Consumer loans,3946.32,34398.0,34020.0,3442.5,34398.0,THURSDAY,17,Y,1,0.10007862407862404,,,XAP,Approved,-2391,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,946,Consumer electronics,12.0,high,POS household with interest,365243.0,-2360.0,-2030.0,-2030.0,-2024.0,1.0
963102,1898750,320070,Consumer loans,6466.32,68805.0,68463.0,6880.5,68805.0,MONDAY,7,Y,1,0.09945768380815856,,,XAP,Refused,-570,Cash through the bank,LIMIT,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,210,Consumer electronics,12.0,low_normal,POS household with interest,,,,,,
390467,1811946,225468,Revolving loans,22500.0,0.0,450000.0,,,WEDNESDAY,17,Y,1,,,,XAP,Approved,-917,XNA,XAP,,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-915.0,-833.0,365243.0,-833.0,365243.0,0.0
1503316,1087136,353087,Cash loans,6536.34,45000.0,55075.5,,45000.0,MONDAY,9,Y,1,,,,Repairs,Approved,-543,Cash through the bank,XAP,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-513.0,-183.0,-183.0,-180.0,1.0
853566,2367601,311470,Revolving loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XAP,Canceled,-167,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
584266,1928683,440453,Consumer loans,20398.86,450405.0,450405.0,0.0,450405.0,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-647,XNA,XAP,,New,Audio/Video,POS,XNA,Country-wide,3000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-616.0,74.0,365243.0,365243.0,0.0
1607191,1927852,252858,Consumer loans,7910.145,70425.0,42255.0,28170.0,70425.0,SUNDAY,9,Y,1,0.4356363636363636,,,XAP,Approved,-1528,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,1270,Clothing,6.0,middle,POS industry with interest,365243.0,-1494.0,-1344.0,-1404.0,-1402.0,0.0
533685,2042535,447414,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-65,XNA,XAP,,XNA,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1198583,2202886,163391,Consumer loans,7745.085,62455.5,63693.0,4500.0,62455.5,THURSDAY,15,Y,1,0.07186821361296747,,,XAP,Approved,-2001,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,24,Connectivity,12.0,high,POS mobile with interest,365243.0,-1970.0,-1640.0,-1640.0,-1634.0,0.0
31674,1605702,322274,Consumer loans,,110241.0,110241.0,0.0,110241.0,SATURDAY,15,Y,1,0.0,,,XAP,Unused offer,-1809,Cash through the bank,CLIENT,Unaccompanied,Repeater,Computers,XNA,XNA,Country-wide,2821,Consumer electronics,,XNA,POS household with interest,,,,,,
812995,2259797,404152,Revolving loans,7875.0,157500.0,157500.0,,157500.0,TUESDAY,18,Y,1,,,,XAP,Approved,-262,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-262.0,-221.0,365243.0,365243.0,365243.0,0.0
905071,2162689,425156,Revolving loans,16875.0,337500.0,337500.0,,337500.0,MONDAY,14,Y,1,,,,XAP,Approved,-364,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
861848,2086931,223914,Cash loans,34444.89,463500.0,536917.5,,463500.0,TUESDAY,12,Y,1,,,,XNA,Approved,-106,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,,,,,,
1231563,2007126,159649,Consumer loans,9859.995,54931.5,48357.0,9000.0,54931.5,FRIDAY,9,Y,1,0.17089140265038594,,,XAP,Approved,-963,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,550,Consumer electronics,6.0,high,POS household with interest,365243.0,-932.0,-782.0,-782.0,-779.0,0.0
1600020,2622528,246013,Cash loans,15980.58,351000.0,399649.5,,351000.0,MONDAY,13,Y,1,,,,XNA,Approved,-997,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-967.0,83.0,-817.0,-809.0,1.0
1116394,1234688,182363,Consumer loans,13836.195,134077.5,148234.5,0.0,134077.5,FRIDAY,16,Y,1,0.0,,,XAP,Approved,-1054,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Regional / Local,100,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-1023.0,-693.0,-693.0,-688.0,0.0
701958,1595005,357662,Consumer loans,4004.1,40045.5,36040.5,4005.0,40045.5,WEDNESDAY,16,Y,1,0.1089213292606932,,,XAP,Approved,-2672,XNA,XAP,Family,New,Consumer Electronics,POS,XNA,Stone,521,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2641.0,-2371.0,-2371.0,-2367.0,0.0
1063762,2623107,172125,Cash loans,53225.82,225000.0,261837.0,,225000.0,WEDNESDAY,12,Y,1,,,,Repairs,Approved,-697,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high,365243.0,-667.0,-517.0,-517.0,-511.0,1.0
187206,2185106,396403,Cash loans,,0.0,0.0,,,WEDNESDAY,9,Y,1,,,,XNA,Canceled,-27,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1569873,1127972,275038,Cash loans,33078.69,463500.0,491031.0,,463500.0,FRIDAY,11,Y,1,,,,XNA,Approved,-175,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,,,,,,
1571925,1634101,386717,Revolving loans,,0.0,0.0,,,FRIDAY,14,Y,1,,,,XAP,Canceled,-228,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
11018,2480225,447957,Consumer loans,15576.345,71955.0,75753.0,0.0,71955.0,SUNDAY,19,Y,1,0.0,,,XAP,Approved,-792,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,6.0,high,POS mobile with interest,365243.0,-760.0,-610.0,-760.0,-757.0,0.0
436889,2290594,235714,Cash loans,11916.315,135000.0,178308.0,,135000.0,TUESDAY,11,Y,1,,,,XNA,Approved,-513,XNA,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-483.0,207.0,-453.0,-445.0,1.0
962402,2551809,353341,Revolving loans,16875.0,337500.0,337500.0,,337500.0,TUESDAY,14,Y,1,,,,XAP,Approved,-768,XNA,XAP,,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1143549,2209803,221438,Consumer loans,1851.21,44446.5,39726.0,4720.5,44446.5,FRIDAY,12,Y,1,0.11566835715666328,,,XAP,Refused,-2887,Cash through the bank,SCO,Other_B,Repeater,XNA,POS,XNA,Country-wide,-1,Consumer electronics,24.0,low_action,POS household without interest,,,,,,
591443,2338425,152662,Revolving loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XAP,Canceled,-350,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1181913,1343456,365281,Cash loans,,0.0,0.0,,,TUESDAY,7,Y,1,,,,XNA,Canceled,-195,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
519997,2616587,293755,Cash loans,,0.0,0.0,,,THURSDAY,10,Y,1,,,,XNA,Canceled,-41,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1557583,1805817,263023,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-55,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1306320,2119160,326887,Consumer loans,10388.16,100215.0,77715.0,22500.0,100215.0,SUNDAY,11,Y,1,0.2445197371106665,,,XAP,Approved,-670,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Country-wide,96,Connectivity,10.0,high,POS mobile with interest,,,,,,
1572917,1621107,218693,Cash loans,16276.23,135000.0,143910.0,,135000.0,THURSDAY,4,Y,1,,,,XNA,Approved,-571,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-541.0,-211.0,-421.0,-414.0,1.0
1519499,2231892,215633,Consumer loans,23862.6,140364.0,126324.0,14040.0,140364.0,SATURDAY,15,Y,1,0.10893702347921376,,,XAP,Refused,-1304,Cash through the bank,LIMIT,Family,Repeater,Furniture,POS,XNA,Stone,110,Furniture,6.0,middle,POS industry with interest,,,,,,
