,SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
3066522,2759779,225248,-12,890020.53,900000,0.0,0.0,0.0,0.0,43902.54,45000.0,45000.0,853735.95,883446.75,883446.75,0.0,0,0.0,0.0,9.0,Active,0,0
2806881,1739079,240291,-76,0.0,67500,0.0,0.0,0.0,0.0,0.0,103.095,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
759467,2592889,141210,-35,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3601425,2705829,253871,-64,33537.42,90000,0.0,0.0,0.0,0.0,6300.0,6750.0,6750.0,31479.21,33537.42,33537.42,0.0,0,0.0,0.0,8.0,Active,0,0
1052414,2630749,250723,-82,125844.3,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,121177.26,125844.3,125844.3,0.0,0,0.0,0.0,6.0,Active,0,0
2564507,1473564,224511,-7,16561.08,180000,0.0,17170.605,0.0,17170.605,2250.0,31606.92,31606.92,16561.08,16561.08,16561.08,0.0,12,0.0,12.0,1.0,Active,0,0
1405959,2427577,417295,-81,0.0,112500,0.0,0.0,0.0,0.0,0.0,1070.685,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
3468290,2210663,442567,-43,234621.9,225000,14850.0,14850.0,0.0,0.0,11250.0,11250.0,11250.0,224556.84,234621.9,234621.9,1.0,1,0.0,0.0,39.0,Active,0,0
597909,2353753,209434,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1646541,2812674,270458,-81,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
928596,1688444,439430,-32,0.0,67500,0.0,0.0,0.0,0.0,0.0,222.615,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Active,0,0
1526949,2780263,314015,-31,0.0,0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0,,,1.0,Active,0,0
1603184,1591991,292791,-80,93207.645,90000,22500.0,22500.0,0.0,0.0,4500.0,4500.0,4500.0,89162.37,93207.645,93207.645,2.0,2,0.0,0.0,14.0,Active,0,0
2520328,1685599,271674,-69,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
3791391,1214031,417211,-35,0.0,90000,0.0,0.0,0.0,0.0,0.0,1865.79,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Active,0,0
2428494,1286028,111002,-92,62513.91,67500,0.0,0.0,0.0,0.0,4050.0,4050.0,4050.0,59983.515,62513.91,62513.91,0.0,0,0.0,0.0,8.0,Active,0,0
1240708,1549892,243677,-10,0.0,360000,0.0,0.0,0.0,0.0,0.0,417690.0,415440.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
3091849,1910818,444676,-2,140653.485,135000,0.0,2745.0,0.0,2745.0,6874.2,883.665,883.665,134197.245,139982.985,139982.985,0.0,3,0.0,3.0,5.0,Active,0,0
2303083,1976340,182368,-1,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1937150,2101630,205498,-15,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1045415,1676778,187182,-52,0.0,0,0.0,0.0,0.0,0.0,0.0,212.31,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
3741296,1873270,368014,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,3330.945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,18.0,Active,0,0
1771979,2341597,364796,-7,135334.845,157500,22500.0,22500.0,0.0,0.0,7875.0,30375.0,30375.0,128834.865,135334.845,135334.845,1.0,1,0.0,0.0,60.0,Active,0,0
2844137,1659940,133479,-59,0.0,90000,0.0,0.0,0.0,0.0,0.0,287.415,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Active,0,0
962424,2773412,133069,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,257.13,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Active,0,0
3078467,2220579,443863,-55,0.0,112500,0.0,0.0,0.0,0.0,0.0,301.86,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
69375,1277269,427447,-11,124412.49,225000,67500.0,71974.89,0.0,4474.89,6408.99,11250.0,11250.0,121404.96,124412.49,124412.49,2.0,3,0.0,1.0,15.0,Active,0,0
166738,2270995,397570,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,52.0,Completed,0,0
199091,1381374,208386,-74,0.0,90000,0.0,0.0,0.0,0.0,0.0,1395.495,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
2378603,2518582,226102,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
3368293,2100726,172660,-23,460652.085,450000,11700.0,26709.435,0.0,15009.435,22086.315,22500.0,22500.0,445935.87,456615.585,456615.585,3.0,10,0.0,7.0,6.0,Active,0,0
1495865,2778173,236821,-84,51541.56,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,49401.18,51541.56,51541.56,0.0,0,0.0,0.0,17.0,Active,0,0
384580,2287953,383394,-31,182738.385,225000,22500.0,22500.0,0.0,0.0,11250.0,67500.0,67500.0,176433.21,182738.385,182738.385,2.0,2,0.0,0.0,63.0,Active,0,0
2140727,1387314,381036,-29,0.0,67500,0.0,0.0,0.0,0.0,0.0,274.545,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,69.0,Active,0,0
881363,1789571,118958,-9,142258.185,180000,135000.0,142609.005,0.0,7609.005,9316.485,197480.16,195230.16,139621.86,140912.685,140912.685,1.0,10,0.0,9.0,7.0,Active,0,0
2170090,2141815,376168,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
89089,2750653,124444,-34,71672.04,112500,0.0,0.0,0.0,0.0,5625.0,5625.0,5625.0,68291.01,71672.04,71672.04,0.0,0,0.0,0.0,50.0,Active,0,0
2692494,1686602,367098,-61,0.0,0,0.0,0.0,0.0,0.0,0.0,398.385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
2450751,2118821,385662,-11,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1513018,2226238,419373,-5,0.0,0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1300775,2130177,317717,-5,0.0,135000,0.0,0.0,0.0,0.0,2250.0,35960.985,35588.025,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
3604778,2676160,335196,-27,0.0,225000,0.0,0.0,0.0,0.0,0.0,22.095,22.095,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
2912916,1864370,235661,-73,106919.37,157500,0.0,0.0,0.0,0.0,7875.0,8100.0,8100.0,102874.5,106919.37,106919.37,0.0,0,0.0,0.0,20.0,Active,0,0
2615654,2011869,291326,-1,0.0,0,0.0,0.0,0.0,0.0,0.0,264.24,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,70.0,Active,0,0
3246525,2671276,426112,-51,0.0,0,0.0,0.0,0.0,0.0,0.0,576.945,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
3657720,1051052,240320,-74,53894.52,180000,0.0,0.0,0.0,0.0,9000.0,13500.0,13500.0,49952.16,53894.52,53894.52,0.0,0,0.0,0.0,22.0,Active,0,0
3282451,1496960,337257,-47,0.0,180000,0.0,0.0,0.0,0.0,0.0,3511.26,0.0,0.0,-3511.26,-3511.26,0.0,0,0.0,0.0,28.0,Active,0,0
3101282,2767767,131650,-10,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1957172,2282115,262258,-12,20833.83,67500,0.0,0.0,0.0,0.0,3375.0,27900.0,27900.0,18915.885,21058.83,21058.83,0.0,0,0.0,0.0,60.0,Active,0,0
2069135,1112037,273954,-7,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
102229,2343778,202024,-6,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1097448,1613110,234906,-50,357.525,112500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.905,67.905,0.0,0,0.0,0.0,30.0,Active,215,0
1535948,1330811,217407,-40,164383.515,157500,9000.0,9000.0,0.0,0.0,7875.0,7875.0,7875.0,156002.175,164383.515,164383.515,1.0,1,0.0,0.0,40.0,Active,0,0
3405418,1460773,311597,-87,0.0,90000,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
82861,2578546,238684,-36,0.0,247500,0.0,0.0,0.0,0.0,0.0,289.89,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2795758,2256289,203163,-63,0.0,0,0.0,0.0,0.0,0.0,0.0,166.41,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
1716561,1675615,442847,-13,167967.99,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,161257.275,167967.99,167967.99,0.0,0,0.0,0.0,80.0,Active,0,0
3414028,1481422,147340,-14,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2367225,2023488,150396,-5,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2216042,2075810,206975,-70,157774.815,157500,0.0,0.0,0.0,0.0,7875.0,8100.0,8100.0,151786.08,157774.815,157774.815,0.0,0,0.0,0.0,15.0,Active,0,0
3005904,2345900,280388,-24,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1020876,1487698,296806,-44,28.08,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08,28.08,0.0,0,0.0,0.0,27.0,Active,700,0
1438983,2660499,257392,-18,0.0,67500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3364995,1545215,128317,-74,135758.115,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,130005.945,135758.115,135758.115,0.0,0,0.0,0.0,6.0,Active,0,0
1076107,2581706,260026,-19,411774.66,450000,0.0,0.0,0.0,0.0,21247.425,22500.0,22500.0,402448.5,414916.515,414916.515,0.0,0,0.0,0.0,14.0,Active,0,0
3358906,1214471,452924,-26,171743.76,180000,0.0,0.0,0.0,0.0,9316.395,9900.0,9900.0,166527.72,173234.925,173234.925,0.0,0,0.0,0.0,6.0,Active,0,0
318029,2263035,354813,-86,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3493460,2161837,119184,-30,149.805,180000,0.0,0.0,0.0,0.0,8829.54,9000.0,9000.0,0.0,0.0,0.0,0.0,0,0.0,0.0,66.0,Active,0,0
3425718,2714667,102477,-19,0.0,450000,0.0,0.0,0.0,0.0,0.0,259.92,259.92,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
1966800,1689395,249812,-13,0.0,0,0.0,0.0,0.0,0.0,0.0,347.445,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,37.0,Active,0,0
2790883,2165518,106900,-32,0.0,360000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
829210,1211154,408939,-24,89588.925,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,86823.27,89588.925,89588.925,0.0,0,0.0,0.0,67.0,Active,0,0
299402,1289254,283320,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3518951,1088442,217344,-31,262.755,67500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.755,262.755,0.0,0,0.0,0.0,52.0,Active,579,0
3452137,2342132,317787,-27,0.0,0,0.0,0.0,0.0,0.0,0.0,18.63,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
1891164,2716288,182630,-69,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3231942,2035630,381910,-76,0.0,90000,0.0,0.0,0.0,0.0,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
177670,1087085,375033,-56,215798.85,450000,31500.0,31500.0,0.0,0.0,31500.0,63000.0,31500.0,211508.19,217884.465,217884.465,1.0,1,0.0,0.0,1.0,Active,0,0
2893120,2426392,338922,-64,539.37,135000,0.0,0.0,0.0,0.0,6750.0,109395.0,109395.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
1902756,1623761,163117,-25,0.0,450000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3310293,1467618,230442,-11,0.0,0,0.0,0.0,0.0,0.0,0.0,1259.325,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
3672880,2613094,385330,-36,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.0,Active,0,0
456564,1435556,206556,-3,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1190652,1446763,440221,-49,0.0,0,0.0,0.0,0.0,0.0,0.0,143.73,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
1349617,2166335,189108,-6,0.0,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,34.0,Completed,0,0
2467640,2208070,118406,-73,52604.325,135000,0.0,0.0,0.0,0.0,6750.0,18000.0,18000.0,49694.67,52604.325,52604.325,0.0,0,0.0,0.0,11.0,Active,0,0
1979635,2370461,312592,-13,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2093971,2414849,184042,-7,0.0,0,0.0,34.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Completed,0,0
3741170,2184107,205286,-8,0.0,0,0.0,0.0,0.0,0.0,0.0,80.325,80.325,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1277729,2399287,183337,-64,0.0,0,0.0,0.0,0.0,0.0,0.0,202.59,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
809174,1108597,270400,-61,0.0,90000,0.0,0.0,0.0,0.0,0.0,280.8,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
1641570,2801284,453740,-86,92890.8,180000,0.0,0.0,0.0,0.0,8100.0,0.0,0.0,85420.17,92890.8,92890.8,0.0,0,0.0,0.0,19.0,Active,1,1
173841,2480303,252469,-15,0.0,67500,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
2357321,2388942,195830,-66,101957.355,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,97612.56,101957.355,101957.355,0.0,0,0.0,0.0,17.0,Active,0,0
540685,1773802,159707,-51,0.0,0,0.0,0.0,0.0,0.0,0.0,44.235,0.0,0.0,-44.235,-44.235,0.0,0,0.0,0.0,18.0,Active,0,0
3213988,1100045,347083,-23,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1403991,2445966,293852,-37,0.0,135000,0.0,0.0,0.0,0.0,0.0,76.68,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,51.0,Active,0,0
3113136,2439496,299871,-19,0.0,45000,0.0,0.0,0.0,0.0,0.0,853.29,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,87.0,Active,0,0
2026360,1013267,122603,-26,238394.025,225000,0.0,0.0,0.0,0.0,12303.99,13252.5,13252.5,224550.0,240123.06,240123.06,0.0,0,0.0,0.0,1.0,Active,0,0
3114463,1735685,106250,-53,0.0,0,0.0,0.0,0.0,0.0,0.0,3328.065,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
3360899,1240153,366817,-38,0.0,0,0.0,0.0,0.0,0.0,0.0,481.815,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
1208585,1265370,444571,-10,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
37154,2592882,282078,-48,181790.685,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,176216.805,181790.685,181790.685,0.0,0,0.0,0.0,25.0,Active,0,0
988973,1686982,105026,-3,0.0,135000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
3538806,2366403,103256,-72,54677.295,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,51778.71,54677.295,54677.295,0.0,0,0.0,0.0,26.0,Active,0,0
498711,1319079,416560,-39,0.0,45000,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,Active,0,0
3087620,1430624,289107,-14,365305.815,450000,0.0,0.0,0.0,0.0,18413.37,22500.0,22500.0,345767.13,362067.39,362067.39,0.0,0,0.0,0.0,12.0,Active,0,0
1456246,2725816,448248,-40,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3052817,1900666,332833,-96,65686.68,90000,0.0,0.0,0.0,0.0,3375.0,0.0,0.0,60742.71,65686.68,65686.68,0.0,0,0.0,0.0,5.0,Active,1,1
735209,1619693,313557,-4,219732.975,225000,0.0,0.0,0.0,0.0,11128.545,11250.0,11250.0,211320.45,217435.32,217435.32,0.0,0,0.0,0.0,12.0,Active,0,0
3218503,1641354,454998,-9,192102.21,247500,0.0,0.0,0.0,0.0,9855.36,9900.0,9900.0,187207.065,192102.21,192102.21,0.0,0,0.0,0.0,16.0,Active,0,0
2216335,2070943,376483,-62,0.0,0,0.0,0.0,0.0,0.0,0.0,117.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
2912684,1850657,378113,-19,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Completed,0,0
3265699,2676930,106563,-20,430127.28,450000,0.0,0.0,0.0,0.0,22011.795,22500.0,22500.0,417736.26,433368.09,433368.09,0.0,0,0.0,0.0,5.0,Active,0,0
1690311,2642473,362901,-70,0.0,135000,0.0,0.0,0.0,0.0,0.0,271.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Active,0,0
3376560,2247443,451267,-31,0.0,0,0.0,0.0,0.0,0.0,0.0,768.015,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
2127304,1748117,281900,-59,110819.115,157500,0.0,0.0,0.0,0.0,7875.0,9000.0,9000.0,106618.815,110819.115,110819.115,0.0,0,0.0,0.0,13.0,Active,0,0
2133117,1749848,422011,-47,20.655,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.655,20.655,0.0,0,0.0,0.0,63.0,Active,92,0
1085869,2247765,280973,-29,28368.45,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,25556.805,28368.45,28368.45,0.0,0,0.0,0.0,53.0,Active,0,0
3251642,2010807,353676,-38,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2253233,1531313,192815,-18,0.0,45000,0.0,0.0,0.0,0.0,0.0,38.835,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.0,Active,0,0
1133555,2346574,187943,-37,96245.1,112500,0.0,32760.0,32760.0,0.0,5465.25,15750.0,15750.0,93555.045,97052.04,97052.04,0.0,1,1.0,0.0,4.0,Active,0,0
69281,1107263,255770,-13,421148.79,450000,0.0,900.0,0.0,900.0,22764.87,22950.0,22950.0,410297.76,421148.79,421148.79,0.0,2,0.0,2.0,22.0,Active,0,0
184613,1005043,322891,-43,68498.19,112500,0.0,0.0,0.0,0.0,5625.0,6750.0,6750.0,65146.05,68498.19,68498.19,0.0,0,0.0,0.0,29.0,Active,0,0
3808093,2149988,277695,-43,0.0,90000,0.0,0.0,0.0,0.0,0.0,273.555,0.0,0.0,-273.555,-273.555,0.0,0,0.0,0.0,48.0,Active,0,0
3685171,2581907,397862,-20,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3568585,2011409,292180,-12,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
21880,1100124,277330,-76,117735.75,112500,1125.0,1125.0,0.0,0.0,5625.0,5625.0,5625.0,112357.53,117735.75,117735.75,3.0,3,0.0,0.0,13.0,Active,0,0
3295508,1736046,409054,-27,153981.675,450000,137700.0,137700.0,0.0,0.0,2250.0,,0.0,137700.0,140526.675,140526.675,10.0,10,0.0,0.0,1.0,Active,5,5
1011209,1176922,383850,-17,138177.315,135000,450.0,450.0,0.0,0.0,6750.0,6750.0,6750.0,134665.065,139570.155,139570.155,1.0,1,0.0,0.0,28.0,Active,0,0
13621,2499600,175396,-34,182111.085,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,175168.17,182111.085,182111.085,0.0,0,0.0,0.0,37.0,Active,0,0
1225721,2707433,110848,-11,776310.66,765000,225000.0,225000.0,0.0,0.0,20555.1,22500.0,22500.0,748601.82,773619.66,773619.66,2.0,2,0.0,0.0,1.0,Active,0,0
3658712,1388817,341957,-34,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3532708,1876848,231558,-17,0.0,0,0.0,0.0,0.0,0.0,0.0,0.045,0.045,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
3545191,1623280,415806,-30,0.0,180000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
770786,2252949,241930,-12,0.0,0,0.0,0.0,0.0,0.0,0.0,9313.155,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
2163620,1721704,150000,-74,0.0,67500,0.0,0.0,0.0,0.0,0.0,67.5,67.5,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
283579,2435395,359285,-35,89914.59,135000,0.0,5976.0,0.0,5976.0,6750.0,18000.0,18000.0,86325.615,89914.59,89914.59,0.0,2,0.0,2.0,60.0,Active,0,0
3466210,2192155,107445,-66,175673.25,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,170141.94,175673.25,175673.25,0.0,0,0.0,0.0,26.0,Active,0,0
264456,1456621,124595,-18,0.0,0,0.0,0.0,0.0,0.0,0.0,3.375,3.375,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,Active,0,0
2633167,2553829,289686,-57,233565.03,225000,67500.0,67500.0,0.0,0.0,15750.0,15750.0,15750.0,218438.145,229744.53,229744.53,3.0,3,0.0,0.0,1.0,Active,0,0
1132781,1005487,420043,-44,0.0,135000,0.0,0.0,0.0,0.0,0.0,317.115,0.0,0.0,-317.115,-317.115,0.0,0,0.0,0.0,14.0,Active,0,0
85600,1500498,268597,-55,83549.16,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,79877.925,83549.16,83549.16,0.0,0,0.0,0.0,17.0,Active,0,0
1294812,1644374,296695,-10,0.0,45000,0.0,0.0,0.0,0.0,0.0,304.245,304.245,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
3348653,2299144,109723,-14,12775.05,90000,0.0,12775.05,0.0,12775.05,0.0,,0.0,12775.05,12775.05,12775.05,0.0,10,0.0,10.0,0.0,Active,0,0
1929097,1645527,438242,-28,0.0,0,0.0,0.0,0.0,0.0,0.0,145.125,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,26.0,Active,0,0
49725,1825822,270800,-43,143270.37,157500,0.0,0.0,0.0,0.0,7875.0,8775.0,8775.0,138376.8,143270.37,143270.37,0.0,0,0.0,0.0,54.0,Active,0,0
2704990,2391633,280373,-6,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
622252,1974850,233445,-58,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
3255950,2126963,301600,-6,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
825080,1105611,131592,-32,0.0,135000,0.0,0.0,0.0,0.0,0.0,303.705,303.705,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2561199,2043741,122192,-20,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2023387,1162075,304462,-95,44791.29,67500,0.0,0.0,0.0,0.0,4050.0,4050.0,4050.0,42985.665,44791.29,44791.29,0.0,0,0.0,0.0,15.0,Active,0,0
2007826,1824203,249511,-32,0.0,90000,0.0,0.0,0.0,0.0,0.0,295.335,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,29.0,Active,0,0
1841606,1523918,400966,-60,83578.545,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,80874.54,83578.545,83578.545,0.0,0,0.0,0.0,41.0,Active,0,0
454378,2817376,453176,-9,0.0,0,0.0,0.0,0.0,0.0,0.0,56.655,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,63.0,Active,0,0
1050303,2580459,390310,-79,44852.85,135000,0.0,0.0,0.0,0.0,6750.0,9000.0,9000.0,42130.53,44852.85,44852.85,0.0,0,0.0,0.0,21.0,Active,0,0
475485,1994324,440500,-9,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
3153341,1455262,333552,-20,0.0,157500,0.0,0.0,0.0,0.0,0.0,222.165,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Active,0,0
754371,2087216,201094,-20,0.0,225000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1290864,2370559,116869,-15,171750.105,337500,13500.0,105811.425,0.0,92311.425,3710.34,11694.285,7283.34,169280.91,171625.41,171625.41,1.0,9,0.0,8.0,2.0,Active,0,0
434898,1429999,370885,-49,0.0,90000,0.0,0.0,0.0,0.0,0.0,1598.67,0.0,0.0,-1598.67,-1598.67,0.0,0,0.0,0.0,51.0,Active,0,0
2885168,2462584,236026,-5,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Completed,0,0
1439536,1510675,384398,-80,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
