,SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
1440122,381976,6694825,Active,currency 1,-989,0,400.0,,,0,270000.0,163480.5,0.0,0.0,Credit card,-16,
1133248,303484,5518087,Closed,currency 1,-1462,0,-731.0,-1430.0,,0,360000.0,0.0,,0.0,Consumer credit,-1426,0.0
137082,132286,6553335,Active,currency 1,-323,0,406.0,,,0,125055.0,,,0.0,Consumer credit,-3,
664057,160114,5016359,Active,currency 1,-400,0,696.0,,,0,948600.0,664740.0,0.0,0.0,Consumer credit,-2,34533.0
1001126,128591,5453267,Closed,currency 1,-1285,0,-189.0,-173.0,,0,1597950.0,0.0,,0.0,Car loan,-173,
1268580,322386,5266827,Active,currency 1,-297,0,6927.0,,,0,6300000.0,,,0.0,Mortgage,-18,
624195,251561,5689299,Closed,currency 1,-1555,0,-1221.0,-1250.0,,0,83062.35,0.0,,0.0,Consumer credit,-728,
1592360,368769,5592176,Closed,currency 1,-1521,0,-1337.0,-1490.0,0.0,0,52830.0,0.0,0.0,0.0,Consumer credit,-1490,
377951,389972,5996829,Closed,currency 1,-2392,0,-1998.0,-2208.0,5625.0,0,52391.88,0.0,0.0,0.0,Consumer credit,-2208,
733578,353117,5156238,Active,currency 1,-1143,0,684.0,,,0,1483650.0,748615.5,0.0,0.0,Consumer credit,-38,213615.0
664029,103243,5016329,Closed,currency 1,-953,0,12649.0,-621.0,,0,585000.0,0.0,0.0,0.0,Credit card,-410,0.0
1605804,153977,5341975,Closed,currency 1,-2369,0,-2033.0,-2063.0,0.0,0,32027.85,0.0,0.0,0.0,Consumer credit,-2063,
1645217,159345,5555730,Closed,currency 1,-2166,0,-1983.0,-1089.0,,0,51660.0,,,0.0,Consumer credit,-1086,
1085866,103044,6118916,Closed,currency 1,-2182,0,-1622.0,-1628.0,,0,157500.0,,,0.0,Consumer credit,-1628,
1123177,278280,5286994,Closed,currency 1,-1483,0,-751.0,-751.0,,0,113220.0,0.0,0.0,0.0,Consumer credit,-704,
1506979,263315,5995243,Active,currency 1,-433,0,,,,0,90000.0,,,0.0,Credit card,-191,22500.0
149592,318851,6549540,Closed,currency 1,-1897,0,-1775.0,-1802.0,,0,49189.5,0.0,,0.0,Consumer credit,-1763,0.0
167579,404296,6366964,Closed,currency 1,-238,0,493.0,-146.0,,0,131805.0,,,0.0,Consumer credit,-142,
744053,327546,5320079,Active,currency 1,-1281,0,,,0.0,0,270000.0,7447.5,262552.5,0.0,Credit card,-7,
691216,232312,5318084,Active,currency 1,-2118,0,-1967.0,,0.0,0,17851.5,0.0,0.0,0.0,Consumer credit,-50,
1361374,148509,5410269,Closed,currency 1,-546,0,-287.0,-287.0,13853.79,0,451131.84,0.0,0.0,0.0,Consumer credit,-287,
171663,115160,6371810,Closed,currency 1,-1131,0,-926.0,-926.0,13.5,0,54792.0,,,0.0,Consumer credit,-919,
113598,120016,6781851,Closed,currency 1,-2913,0,,-2730.0,0.0,0,60862.5,0.0,0.0,0.0,Consumer credit,-2730,
768884,322902,6348977,Closed,currency 1,-799,0,-432.0,-430.0,13941.0,0,144328.275,0.0,0.0,0.0,Consumer credit,-426,
1399887,256066,5262490,Closed,currency 1,-595,0,-413.0,-413.0,0.0,0,119152.08,0.0,0.0,0.0,Consumer credit,-407,
789058,321891,6499900,Active,currency 1,-658,0,1168.0,,,0,310500.0,236416.5,0.0,0.0,Consumer credit,-15,
1356412,372213,6728713,Active,currency 1,-154,0,29.0,,0.0,0,103455.0,37543.5,0.0,0.0,Consumer credit,-25,
232622,357750,5847865,Closed,currency 1,-2620,0,-2315.0,-2315.0,,0,140130.0,0.0,,0.0,Consumer credit,-2315,
1289737,103292,5358027,Closed,currency 1,-1691,0,-1479.0,-1508.0,5130.0,0,26910.0,0.0,0.0,0.0,Consumer credit,-1508,
116809,186747,5011730,Closed,currency 1,-1419,0,-1269.0,-1196.0,,0,64516.5,,,0.0,Consumer credit,-1193,0.0
1441579,316419,6696578,Closed,currency 1,-1834,0,-1104.0,-1438.0,,0,503109.0,0.0,,0.0,Consumer credit,-1438,
870114,434232,6522515,Active,currency 1,-153,0,92.0,,0.0,0,30600.0,16344.0,0.0,0.0,Consumer credit,-20,
339209,342541,6071574,Closed,currency 1,-1086,0,741.0,-441.0,,0,395640.0,0.0,0.0,0.0,Consumer credit,-435,
914720,364597,5064825,Closed,currency 1,-1722,0,-1480.0,-1480.0,,0,31063.5,,,0.0,Consumer credit,-1480,
830956,392788,6358430,Closed,currency 1,-619,0,-496.0,-496.0,0.0,0,37701.0,0.0,0.0,0.0,Consumer credit,-492,0.0
687814,206947,5314124,Closed,currency 1,-1772,0,-1621.0,-1621.0,0.0,0,52578.675,0.0,0.0,0.0,Consumer credit,-905,
836608,124031,6639612,Closed,currency 1,-1341,0,-1249.0,-1249.0,,0,72481.5,0.0,0.0,0.0,Consumer credit,-986,34947.0
1654225,299743,6006529,Closed,currency 1,-2387,0,-562.0,-555.0,,0,224446.5,,,0.0,Consumer credit,-555,
183013,382827,6820253,Active,currency 1,-486,0,1340.0,,,0,270000.0,204237.0,0.0,0.0,Consumer credit,-28,
111360,290681,6029014,Closed,currency 1,-638,0,-514.0,-576.0,0.0,0,14175.0,0.0,0.0,0.0,Consumer credit,-576,
751798,366222,6633218,Active,currency 1,-1408,0,9.0,,,0,391500.0,327339.0,0.0,0.0,Credit card,-6,
738396,129401,5162086,Active,currency 1,-1470,0,356.0,,,0,490500.0,48447.0,0.0,0.0,Consumer credit,-56,
1389010,203152,6605272,Active,currency 1,-1585,0,596.0,,,0,202500.0,0.0,0.0,0.0,Credit card,-33,22500.0
889961,297167,5818314,Active,currency 1,-1515,0,-1468.0,,,0,36000.0,0.0,0.0,0.0,Credit card,-1461,
764453,383824,6233872,Closed,currency 1,-234,0,317.0,-173.0,0.0,0,21598.875,0.0,0.0,0.0,Consumer credit,-173,
607253,184340,6466065,Closed,currency 1,-1598,0,-1419.0,-1213.0,,0,17410.5,,,0.0,Consumer credit,-1210,0.0
1399537,112762,5274168,Closed,currency 1,-1381,0,-285.0,-1318.0,,0,464013.0,0.0,,0.0,Consumer credit,-1318,
1323235,244567,5273943,Closed,currency 1,-2827,0,-1707.0,-604.0,0.0,0,180000.0,0.0,0.0,0.0,Credit card,-604,
1183207,375174,5525099,Closed,currency 1,-1294,0,-737.0,-737.0,0.0,0,83430.0,,,0.0,Consumer credit,-732,
435595,161584,5937844,Active,currency 1,-1435,0,392.0,,,0,450000.0,124452.0,0.0,0.0,Consumer credit,-30,17883.0
1271031,455141,5269774,Closed,currency 1,-1284,0,-1039.0,-1068.0,4680.0,0,32400.0,0.0,0.0,0.0,Consumer credit,-1068,
351476,154766,5964680,Active,currency 1,-2778,0,31110.0,,,0,180000.0,0.0,,0.0,Credit card,-7,
1141770,421562,5875018,Closed,currency 1,-2761,0,-2213.0,-2375.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-1148,0.0
1124145,298469,5288244,Active,currency 1,-495,0,,,0.0,0,274500.0,0.0,274500.0,0.0,Credit card,-25,
1384804,433225,5397074,Closed,currency 1,-2475,0,-2352.0,-2352.0,0.0,0,41355.0,0.0,0.0,0.0,Consumer credit,-2350,
1121781,405221,5285308,Closed,currency 1,-1545,0,-449.0,-1378.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-487,
1593361,108753,5593484,Closed,currency 1,-1249,0,-1095.0,-1093.0,,0,16038.0,0.0,0.0,0.0,Consumer credit,-1092,
482086,288885,6133514,Closed,currency 1,-1206,0,-545.0,-232.0,,0,0.0,0.0,,0.0,Credit card,-229,
1621208,363666,5633043,Closed,currency 1,-786,0,-268.0,-268.0,0.0,0,170595.0,0.0,0.0,0.0,Consumer credit,-268,
257404,357420,5843259,Closed,currency 1,-542,0,-360.0,-360.0,,0,16753.5,0.0,,0.0,Consumer credit,-317,
1618965,172692,6501106,Closed,currency 1,-2382,0,-1987.0,-2138.0,0.0,0,98834.4,0.0,0.0,0.0,Consumer credit,-2138,0.0
1159289,152268,6189938,Closed,currency 1,-1322,0,-869.0,-868.0,,0,236250.0,0.0,,0.0,Credit card,-597,0.0
1280509,185619,5652000,Closed,currency 1,-2562,0,-735.0,-847.0,,0,337500.0,0.0,0.0,0.0,Consumer credit,-710,
1264843,422914,6819430,Active,currency 1,-2662,0,-2074.0,,,0,0.0,,,0.0,Credit card,-1390,
946928,415831,5825223,Closed,currency 1,-926,0,-712.0,-712.0,,0,87286.5,0.0,0.0,0.0,Consumer credit,-692,
1709544,138158,5582038,Closed,currency 1,-1281,0,-549.0,-549.0,0.0,0,110541.33,0.0,0.0,0.0,Consumer credit,-543,
493702,320753,5095334,Active,currency 1,-1457,0,-370.0,,,0,135000.0,128952.0,0.0,0.0,Credit card,-96,3834.0
788880,444019,6499683,Active,currency 1,-715,0,1111.0,,,0,355261.5,270045.0,0.0,0.0,Consumer credit,-13,8131.5
702282,105462,5463454,Active,currency 1,-494,0,967.0,,0.0,0,1571202.27,1519846.47,0.0,0.0,Consumer credit,-361,
1376719,290171,5386892,Closed,currency 1,-1104,0,-373.0,-646.0,0.0,0,180000.0,0.0,0.0,0.0,Consumer credit,-646,
1509282,314872,5997974,Closed,currency 1,-2587,0,-760.0,-785.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-612,
834174,153618,6636740,Sold,currency 1,-1016,0,-651.0,,,0,228240.0,,,0.0,Consumer credit,-749,17550.0
63911,236324,5002859,Closed,currency 1,-2490,0,-2278.0,-2307.0,,0,60647.94,0.0,,0.0,Consumer credit,-19,
602369,236662,5146765,Closed,currency 1,-755,0,-574.0,-692.0,,0,59517.0,0.0,,0.0,Consumer credit,-373,
1244960,412800,5960433,Closed,currency 1,-1893,0,-1710.0,-1208.0,,0,49455.0,,,0.0,Consumer credit,-1205,0.0
1138526,348068,5871202,Closed,currency 1,-1159,0,-32.0,-518.0,5580.0,0,148230.0,0.0,0.0,0.0,Consumer credit,-518,
1711727,283707,5090058,Active,currency 1,-1579,0,-483.0,,,0,288000.0,234931.5,0.0,0.0,Consumer credit,-1330,5679.0
334044,454582,6409613,Closed,currency 1,-2497,0,30971.0,-2268.0,,0,99000.0,0.0,0.0,0.0,Credit card,-695,0.0
677376,288363,5153882,Active,currency 1,-77,0,1014.0,,,0,225000.0,216603.0,0.0,0.0,Credit card,-14,
1262724,151213,6816896,Closed,currency 1,-1543,0,-1237.0,-1330.0,,0,22320.0,0.0,,0.0,Consumer credit,-1329,0.0
1375387,307647,5385224,Active,currency 1,-799,0,-222.0,,0.0,0,125579.475,8010.0,0.0,0.0,Consumer credit,-676,
1275152,326253,6206943,Closed,currency 1,-495,0,-311.0,-311.0,0.0,0,25090.47,0.0,0.0,0.0,Consumer credit,-307,
394014,239051,6321631,Closed,currency 1,-1874,0,-983.0,-983.0,,0,900000.0,,,0.0,Consumer credit,-983,
443200,383186,6526324,Active,currency 1,-54,0,312.0,,,0,171220.5,159570.0,0.0,0.0,Consumer credit,-16,17716.5
417069,309852,5974947,Closed,currency 1,-1209,0,-812.0,-812.0,0.0,0,238500.0,0.0,0.0,0.0,Consumer credit,-812,
1571552,281105,5755306,Closed,currency 1,-1383,0,-1018.0,-1203.0,,0,157500.0,0.0,0.0,0.0,Consumer credit,-1203,
1669045,312248,5601698,Active,currency 1,-665,0,,,,0,225000.0,94302.0,,0.0,Consumer credit,-9,
230284,295953,5845041,Closed,currency 1,-2605,0,-2452.0,-2481.0,0.0,0,21015.0,0.0,0.0,0.0,Consumer credit,-2481,
86755,201258,5731675,Active,currency 1,-90,0,1027.0,,,0,67500.0,70978.5,0.0,0.0,Credit card,-33,6417.0
812781,434468,6387133,Closed,currency 1,-615,0,-251.0,-251.0,,0,53815.5,0.0,,0.0,Consumer credit,-251,0.0
90290,334072,5591659,Closed,currency 1,-692,0,-510.0,-510.0,0.0,0,153900.0,0.0,0.0,0.0,Consumer credit,-503,
1512384,437040,6703564,Closed,currency 1,-2636,0,-2257.0,-2258.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-1123,
615402,276005,6402396,Active,currency 1,-383,0,1443.0,,,0,544500.0,474786.0,0.0,0.0,Consumer credit,-26,
606201,243384,6464849,Active,currency 1,-102,0,300.0,,0.0,0,63841.5,55836.0,0.0,0.0,Consumer credit,-31,
1583750,112063,6343700,Active,currency 1,-617,0,12.0,,,0,45000.0,24412.5,,0.0,Consumer credit,-2,0.0
286984,429112,5851226,Active,currency 1,-243,0,124.0,,0.0,0,152820.0,71854.65,0.0,0.0,Consumer credit,-20,
43272,455528,5213610,Closed,currency 1,-2427,0,-600.0,-593.0,,0,414306.0,,,0.0,Consumer credit,-593,0.0
1529987,425602,6661243,Closed,currency 1,-2629,0,-2263.0,-2263.0,0.0,0,90000.0,,,0.0,Consumer credit,-2259,
783694,223394,6088361,Closed,currency 1,-378,0,-214.0,-214.0,24765.525,0,225000.0,0.0,0.0,0.0,Consumer credit,-214,0.0
181140,169817,5706589,Active,currency 1,-1196,0,939.0,,,0,198000.0,0.0,0.0,0.0,Credit card,-18,0.0
599993,152498,5143814,Active,currency 1,-150,0,33.0,,0.0,0,28756.35,14958.0,0.0,0.0,Consumer credit,-42,
943795,257058,5821589,Active,currency 1,-473,0,-259.0,,0.0,0,58140.18,0.0,0.0,0.0,Consumer credit,-460,
1091785,237943,5862045,Active,currency 1,-552,0,1274.0,,,0,1756588.5,1395553.5,,0.0,Car loan,-23,
866860,222625,6518722,Closed,currency 1,-68,0,116.0,-36.0,,0,87750.0,0.0,,0.0,Consumer credit,-9,
591204,168012,5492940,Closed,currency 1,-823,0,-703.0,-703.0,0.0,0,28066.5,0.0,0.0,0.0,Consumer credit,-701,
1163867,193819,6194919,Closed,currency 1,-1762,0,-1581.0,-1525.0,,0,68413.5,0.0,,0.0,Consumer credit,-1609,
1660077,218657,6645337,Active,currency 1,-255,0,475.0,,,0,93240.0,69088.5,0.0,0.0,Consumer credit,-22,
282412,128402,5797417,Closed,currency 1,-207,0,,-192.0,,0,8775.0,0.0,,0.0,Microloan,-192,0.0
891010,413707,5819516,Closed,currency 1,-819,0,-666.0,-663.0,,0,85455.0,0.0,0.0,0.0,Consumer credit,-662,0.0
1602471,416790,5337721,Closed,currency 1,-488,0,-184.0,-184.0,0.0,0,174114.0,0.0,0.0,0.0,Consumer credit,-183,
1707705,441131,5009061,Closed,currency 1,-2404,0,-2039.0,-2039.0,,0,38799.0,0.0,,0.0,Consumer credit,-560,
311680,140823,6063973,Active,currency 1,-224,0,971.0,,,0,45000.0,0.0,0.0,0.0,Credit card,-117,
831347,297421,6358877,Closed,currency 1,-503,0,-413.0,-413.0,0.0,0,183928.86,0.0,0.0,0.0,Consumer credit,-409,
1363837,171426,5413352,Closed,currency 1,-973,0,-911.0,-911.0,0.0,0,118116.09,0.0,0.0,0.0,Consumer credit,-911,
798954,338867,6506250,Closed,currency 1,-2035,0,-940.0,-1109.0,4320.0,0,149850.0,0.0,0.0,0.0,Consumer credit,-1064,
1440621,438920,6695435,Active,currency 1,-1092,0,6.0,,,0,270000.0,253336.5,0.0,0.0,Credit card,-94,
458648,136231,5040659,Active,currency 1,-1094,0,9865.0,,17289.135,0,360000.0,359969.715,30.285,0.0,Credit card,-4,
1349733,406660,5166035,Closed,currency 1,-1202,0,-652.0,-657.0,,0,29205.0,0.0,,0.0,Consumer credit,-652,
504091,102041,6532063,Closed,currency 1,-2266,0,-1960.0,-1959.0,0.0,0,115416.0,,,0.0,Consumer credit,-1959,
601795,312884,5146069,Closed,currency 1,-614,0,-521.0,-521.0,0.0,0,87505.74,0.0,0.0,0.0,Consumer credit,-515,0.0
1586485,195920,5584736,Active,currency 1,-276,0,31107.0,,,0,85500.0,79303.5,,0.0,Credit card,-38,
435906,374607,5938205,Active,currency 1,-1558,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-395,0.0
234637,139103,5850313,Active,currency 1,-104,0,230.0,,0.0,0,110229.84,74248.965,0.0,0.0,Consumer credit,-12,
842313,252165,6271903,Active,currency 1,-778,0,,,,0,225000.0,,,0.0,Credit card,-5,
126592,445400,5244797,Closed,currency 1,-553,0,-372.0,-372.0,,0,36445.5,0.0,0.0,0.0,Consumer credit,-370,
1416685,157682,6172186,Closed,currency 1,-1212,0,-907.0,-935.0,9675.0,0,69853.275,0.0,0.0,0.0,Consumer credit,-935,
1678962,231970,6654800,Active,currency 1,-95,0,208.0,,,0,88146.0,78754.5,0.0,0.0,Consumer credit,-8,
867056,252492,6518946,Active,currency 1,-585,0,511.0,,0.0,0,393750.0,237856.5,0.0,0.0,Consumer credit,-36,10937.52
1492777,382804,6335718,Closed,currency 1,-1351,0,-255.0,-254.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-222,
423122,107622,5743887,Active,currency 1,-397,0,,,649.26,0,135000.0,121306.5,13690.215,0.0,Credit card,-23,
1675027,288833,5693455,Active,currency 1,-548,0,10409.0,,0.0,0,45000.0,,,0.0,Credit card,-51,
847358,383607,6277878,Closed,currency 1,-1324,0,2338.0,-798.0,0.0,0,112500.0,0.0,0.0,0.0,Credit card,-777,
275288,181612,5060594,Closed,currency 1,-1410,0,-312.0,-921.0,0.0,0,445500.0,0.0,0.0,0.0,Consumer credit,-921,
1542311,119542,6677151,Closed,currency 1,-2336,0,-2016.0,-982.0,,0,181440.0,,,0.0,Consumer credit,-979,
136351,427566,6552424,Active,currency 1,-1316,0,,,1440.0,0,243000.0,51232.5,191766.105,0.0,Credit card,-17,
1605584,302645,5341700,Closed,currency 1,-824,0,-733.0,-701.0,,0,254844.0,,,0.0,Consumer credit,-698,
1116295,121306,6125645,Active,currency 1,-1383,0,1174.0,,,0,2332800.0,472666.5,0.0,0.0,Mortgage,-12,
41656,304544,5211711,Active,currency 1,-831,0,553.0,,,0,90000.0,0.0,0.0,0.0,Credit card,-15,
809144,228852,6382677,Closed,currency 1,-1198,0,-1014.0,-1003.0,,0,25717.5,0.0,0.0,0.0,Consumer credit,-1003,
651033,220727,6783573,Active,currency 1,-308,0,2979.0,,,0,1350000.0,1283355.0,0.0,0.0,Mortgage,-32,
319955,250251,6070731,Closed,currency 1,-1637,0,-479.0,-479.0,5625.0,0,266832.0,0.0,0.0,0.0,Consumer credit,-450,
311375,274732,5860237,Active,currency 1,-291,0,1174.0,,,0,148500.0,0.0,0.0,0.0,Credit card,-43,
1380706,409381,5391872,Active,currency 1,-1281,0,-146.0,,,0,1017000.0,1033074.0,0.0,0.0,Credit card,-8,
198007,441246,6264431,Active,currency 1,-2446,0,-2086.0,,,0,67500.0,,,0.0,Consumer credit,-2088,37548.0
453776,431950,5034660,Closed,currency 1,-2518,0,-2214.0,-1858.0,0.0,0,80662.5,0.0,0.0,0.0,Consumer credit,-1857,
554844,281275,6394964,Closed,currency 1,-2379,0,-2014.0,-2014.0,0.0,0,105750.0,0.0,0.0,0.0,Consumer credit,-2014,
1620305,167724,6477307,Closed,currency 1,-1648,0,-1556.0,-1556.0,0.0,0,22945.5,0.0,0.0,0.0,Consumer credit,-1556,
896926,414078,5464188,Closed,currency 1,-2347,0,-2165.0,-2151.0,,0,41575.5,,,0.0,Consumer credit,-2151,
647907,183404,6152360,Active,currency 1,-315,0,27292.0,,0.0,0,22500.0,18872.235,3627.765,0.0,Credit card,-18,
1030001,447532,6187312,Closed,currency 1,-1683,0,-952.0,-939.0,57.825,0,292500.0,0.0,0.0,0.0,Consumer credit,-939,
15904,409230,6025566,Closed,currency 1,-1133,0,-614.0,-614.0,,0,360000.0,0.0,0.0,0.0,Consumer credit,-366,7501.5
136343,228072,6552416,Closed,currency 1,-459,0,-125.0,-125.0,0.0,0,71545.5,0.0,0.0,0.0,Consumer credit,-122,
98864,100388,6540759,Active,currency 1,-1048,0,779.0,,,0,675000.0,363438.0,0.0,0.0,Consumer credit,-8,
1525261,324452,5358005,Active,currency 1,-322,0,1504.0,,32122.935,0,3339798.3,2972335.5,0.0,0.0,Car loan,-7,
810791,187101,6384769,Active,currency 1,-1035,0,,,0.0,0,630000.0,42660.0,580404.375,0.0,Credit card,-9,
714249,279641,5152785,Closed,currency 1,-1121,0,-753.0,-753.0,0.0,0,270000.0,0.0,0.0,0.0,Consumer credit,-124,
801668,388660,6509462,Active,currency 1,-292,0,,,,0,103500.0,,,0.0,Credit card,-9,
302523,372899,6315285,Closed,currency 1,-1269,0,-994.0,-391.0,,0,58410.0,0.0,0.0,0.0,Consumer credit,-390,
561674,151350,6094258,Closed,currency 1,-1140,0,-804.0,-833.0,,0,118053.945,0.0,,0.0,Consumer credit,-756,0.0
1258960,401024,6812373,Closed,currency 1,-2188,0,-1823.0,-1823.0,7218.18,0,82584.0,0.0,0.0,0.0,Consumer credit,-1823,
983211,401306,5073123,Active,currency 1,-116,0,1719.0,,,0,0.0,0.0,0.0,0.0,Credit card,-21,
134694,422360,5228529,Closed,currency 1,-1136,0,691.0,-374.0,,0,945000.0,,,0.0,Consumer credit,-373,
306011,341004,5853873,Active,currency 1,-46,0,321.0,,0.0,0,125707.5,116689.5,0.0,0.0,Consumer credit,-12,9669.825
1575908,310900,6666613,Closed,currency 1,-1795,0,-1249.0,-1264.0,10080.0,0,157500.0,0.0,0.0,0.0,Consumer credit,-1126,
253477,272884,5838548,Closed,currency 1,-1414,0,-1119.0,-1119.0,,0,0.0,0.0,,0.0,Credit card,-10,0.0
1241111,304280,5956035,Active,currency 1,-1170,0,657.0,,,0,153000.0,69948.0,0.0,0.0,Consumer credit,-8,
1462607,249926,5366808,Closed,currency 1,-1364,0,-301.0,-301.0,0.0,0,2236500.0,0.0,0.0,0.0,Consumer credit,-301,
65885,304992,5005133,Active,currency 1,-734,0,1092.0,,,0,112500.0,79924.5,0.0,0.0,Consumer credit,-2,2952.0
94098,294871,5206993,Closed,currency 1,-1447,0,-1205.0,-1202.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-75,
1613917,232559,6691125,Active,currency 1,-818,0,885.0,,0.0,0,1660500.0,1094948.55,0.0,0.0,Consumer credit,-29,48145.5
874587,130066,6280146,Closed,currency 1,-2131,0,-1764.0,-1764.0,0.0,0,152532.0,0.0,0.0,0.0,Consumer credit,-1764,
855969,309156,6036677,Closed,currency 1,-773,0,-377.0,-529.0,,0,157231.8,0.0,,0.0,Consumer credit,-526,
1687193,299564,5574793,Closed,currency 1,-1129,0,-734.0,-913.0,,0,60614.28,0.0,,0.0,Consumer credit,-861,
254890,326711,5840228,Active,currency 1,-1192,0,619.0,,0.0,0,270000.0,261546.075,210953.925,0.0,Credit card,-665,
1031999,371968,6767536,Closed,currency 1,-364,0,,-71.0,,0,270000.0,,,0.0,Credit card,-70,
1074467,245671,5928228,Active,currency 1,-1378,0,815.0,,,0,391500.0,387967.5,0.0,0.0,Credit card,-25,
1168961,191398,6201192,Closed,currency 1,-423,0,675.0,-252.0,,0,945000.0,0.0,0.0,0.0,Consumer credit,-249,
854621,304239,6035119,Closed,currency 1,-2018,0,-922.0,-940.0,,0,180000.0,0.0,0.0,0.0,Consumer credit,-35,
1005559,351101,6743530,Active,currency 1,-232,0,499.0,,0.0,0,688500.0,521860.5,0.0,0.0,Consumer credit,-14,4687.515
1677472,439371,6653071,Active,currency 1,-302,0,610.0,,0.0,0,225000.0,,,0.0,Consumer credit,-27,
1189864,432277,5292162,Active,currency 1,-110,0,986.0,,,0,135000.0,129816.0,,0.0,Credit card,-4,
732082,132363,6377341,Active,currency 1,-775,0,1051.0,,0.0,0,269550.0,0.0,0.0,0.0,Consumer credit,-10,
1095551,407611,5769566,Closed,currency 1,-120,0,-113.0,-117.0,,0,9000.0,0.0,0.0,0.0,Consumer credit,-37,0.0
90238,333074,5584444,Active,currency 1,-412,0,31096.0,,,0,58500.0,48847.5,,0.0,Credit card,-12,
462417,116617,5976675,Active,currency 1,-9,0,51.0,,,0,58689.0,0.0,,0.0,Consumer credit,-9,0.0
218626,179562,6008321,Closed,currency 1,-2068,0,-1733.0,-1945.0,0.0,0,55629.45,0.0,0.0,0.0,Consumer credit,-1945,
1477761,143380,5350660,Closed,currency 1,-2900,0,-2594.0,-2594.0,0.0,0,51538.5,0.0,0.0,0.0,Consumer credit,-2591,
1297795,246599,6329927,Active,currency 1,-896,0,199.0,,0.0,0,225000.0,,,0.0,Consumer credit,-43,
474169,332975,5106328,Closed,currency 1,-2359,0,-1264.0,-1969.0,,0,210330.0,0.0,,0.0,Consumer credit,-1967,
386038,276960,5182758,Active,currency 1,-210,0,1616.0,,,0,85500.0,80428.5,0.0,0.0,Consumer credit,-17,
1570444,448513,5753903,Closed,currency 1,-2398,0,31135.0,-2151.0,,0,54000.0,0.0,0.0,0.0,Credit card,-531,
768223,139852,6348199,Closed,currency 1,-2762,0,-2455.0,-2455.0,,0,23787.0,0.0,0.0,0.0,Consumer credit,-720,
153723,320064,6591883,Closed,currency 1,-1934,0,-1660.0,-1660.0,0.0,0,36891.0,0.0,0.0,0.0,Consumer credit,-1659,
580363,280929,6308625,Closed,currency 1,-2391,0,-566.0,-1217.0,,0,1575000.0,0.0,0.0,0.0,Consumer credit,-1215,0.0
1504129,196020,5987391,Closed,currency 1,-1326,0,-686.0,-716.0,,0,440860.5,0.0,0.0,0.0,Consumer credit,-708,0.0
288491,162031,5901800,Closed,currency 1,-733,0,-191.0,-191.0,,0,361152.0,0.0,,0.0,Consumer credit,-177,
217914,132733,6007502,Closed,currency 1,-1230,0,-172.0,-172.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-168,158031.0
1128477,168804,5512425,Closed,currency 1,-1625,0,-1260.0,-1260.0,,0,135000.0,0.0,0.0,0.0,Consumer credit,-988,
283202,211761,5830781,Closed,currency 1,-1630,0,-1263.0,-1263.0,,0,231412.5,0.0,,0.0,Consumer credit,-1263,
1546467,369637,6682265,Closed,currency 1,-368,0,-126.0,-309.0,0.0,0,41760.0,0.0,0.0,0.0,Consumer credit,-307,0.0
1179036,308733,5519808,Closed,currency 1,-1479,0,-1205.0,-1194.0,4077.0,0,33210.0,0.0,0.0,0.0,Consumer credit,-1193,
76771,242447,5254858,Closed,currency 1,-1720,0,-1476.0,-1476.0,0.0,0,36496.44,0.0,0.0,0.0,Consumer credit,-645,
718104,348268,6490622,Active,currency 1,-541,0,10417.0,,0.0,0,225000.0,51982.47,173017.53,0.0,Credit card,-7,
1143183,344186,6757183,Closed,currency 1,-553,0,-199.0,-199.0,,0,84181.5,0.0,0.0,0.0,Consumer credit,-193,
691730,112910,5318735,Closed,currency 1,-603,0,-245.0,-311.0,,0,87034.5,0.0,0.0,0.0,Consumer credit,-305,
677990,148341,5154583,Active,currency 1,-202,0,5285.0,,,0,4497750.0,4453240.5,0.0,0.0,Mortgage,-36,53982.0
1272768,451657,5271773,Closed,currency 1,-1939,0,-1209.0,-1662.0,,0,198720.0,0.0,,0.0,Consumer credit,-1660,
494313,405163,6425810,Active,currency 1,-1419,0,-768.0,,,0,0.0,0.0,0.0,0.0,Credit card,-16,
870052,247046,6522439,Active,currency 1,-300,0,31091.0,,,0,90000.0,108544.5,0.0,0.0,Credit card,-17,
888945,273954,5817153,Active,currency 1,-962,0,143.0,,,0,405000.0,412659.0,0.0,0.0,Credit card,-16,25200.0
501085,154185,5681381,Closed,currency 1,-845,0,-723.0,-692.0,6095.61,0,26235.0,0.0,0.0,0.0,Consumer credit,-692,
