,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
188352,318367,0,Cash loans,F,N,N,0,45000.0,180000.0,13095.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.005002,-12299,-443,-2960.0,-3342,,1,1,1,1,0,0,Cleaning staff,2.0,3,3,SATURDAY,10,0,0,0,0,0,0,Other,0.4090832165674905,0.6689751047263167,,0.0031,,0.9732,,,,,0.0,,,,0.002,,,0.0032,,0.9732,,,,,0.0,,,,0.0021,,,0.0031,,0.9732,,,,,0.0,,,,0.002,,,,block of flats,0.0016,Wooden,No,10.0,0.0,10.0,0.0,-298.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
25161,129263,1,Cash loans,F,N,Y,1,103500.0,113760.0,8244.0,90000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.008068,-10548,-2708,-5395.0,-3199,,1,1,1,1,0,0,Laborers,2.0,3,3,TUESDAY,5,0,0,0,0,0,0,Other,,0.3383025026065341,0.09141199381412644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-515.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
129475,250175,0,Cash loans,F,N,N,0,81000.0,728460.0,44563.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010556,-18806,-5246,-5194.0,-2360,,1,1,0,1,1,0,,2.0,3,3,MONDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.4072965346203448,0.23272477626794336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
100397,216550,0,Cash loans,F,N,Y,1,126000.0,761949.0,46746.0,697500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.009175,-13773,-5289,-7738.0,-3918,,1,1,1,1,1,0,,3.0,2,2,SUNDAY,12,0,0,0,0,0,0,Business Entity Type 2,,0.6961820507993484,0.5884877883422673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-187.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
298741,446092,0,Cash loans,M,N,N,1,202500.0,808650.0,22365.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.014464,-17851,-429,-7460.0,-1401,,1,1,0,1,1,0,Drivers,3.0,2,2,WEDNESDAY,6,0,0,0,0,0,0,Construction,0.6131697638765011,0.5928126777115508,0.7435593141311444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
192688,323450,0,Cash loans,F,N,Y,0,90000.0,276277.5,21825.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.008865999999999999,-12891,-120,-5580.0,-4270,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.5149493859920231,0.4014074137749511,0.2144,0.1663,0.9836,,,0.24,0.2069,0.3333,,0.1416,,0.2118,,0.0313,0.2185,0.1725,0.9836,,,0.2417,0.2069,0.3333,,0.1449,,0.2207,,0.0332,0.2165,0.1663,0.9836,,,0.24,0.2069,0.3333,,0.1441,,0.2156,,0.032,reg oper account,block of flats,0.1734,Panel,No,0.0,0.0,0.0,0.0,-263.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
266920,409254,0,Cash loans,F,N,N,0,99000.0,640080.0,29839.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19007,-316,-5917.0,-2567,,1,1,0,1,1,0,Cleaning staff,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,Other,,0.6000761458860026,0.31703177858344445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-305.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
274512,418180,0,Cash loans,M,N,Y,0,112500.0,808650.0,29839.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19916,-829,-5260.0,-1372,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.4555859237425299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-270.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
250120,389391,0,Cash loans,F,N,Y,0,135000.0,1023669.0,36900.0,864000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.01885,-16390,-9664,-10374.0,-1616,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Medicine,0.3879516105095099,0.7430988844916769,0.6279908192952864,0.0495,,0.9722,,,,0.1034,0.125,,,,0.0262,,0.0008,0.0504,,0.9722,,,,0.1034,0.125,,,,0.0273,,0.0008,0.05,,0.9722,,,,0.1034,0.125,,,,0.0266,,0.0008,,block of flats,0.0319,"Stone, brick",No,0.0,0.0,0.0,0.0,-1971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
40878,147337,0,Cash loans,F,N,Y,0,108000.0,675000.0,36094.5,675000.0,Children,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-21024,365243,-10951.0,-4395,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,XNA,,0.5712502464772474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,7.0,2.0,-1273.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
292995,439434,0,Cash loans,F,Y,Y,0,67500.0,852088.5,36229.5,688500.0,Other_A,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17049,-693,-9732.0,-594,64.0,1,1,0,1,0,0,Cooking staff,2.0,2,2,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 2,,0.060447381991130436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-117.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
278302,422437,0,Cash loans,F,N,Y,0,180000.0,364032.0,9733.5,288000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-23124,365243,-13878.0,-4613,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.5566677482123471,0.6626377922738201,0.0619,0.07200000000000001,0.9831,0.7688,0.0549,0.0,0.1379,0.1667,0.2083,0.0564,0.0504,0.0642,0.0039,0.0451,0.063,0.0747,0.9831,0.7779,0.0554,0.0,0.1379,0.1667,0.2083,0.0577,0.0551,0.0669,0.0039,0.0477,0.0625,0.07200000000000001,0.9831,0.7719,0.0553,0.0,0.1379,0.1667,0.2083,0.0574,0.0513,0.0653,0.0039,0.046,reg oper account,block of flats,0.0603,Mixed,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
230401,366872,0,Cash loans,F,N,Y,0,126000.0,1540588.5,40770.0,1377000.0,Family,Pensioner,Higher education,Married,House / apartment,0.016612000000000002,-23030,365243,-3268.0,-3268,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,XNA,,0.7329998395032051,,0.1113,0.0944,0.9896,,,0.12,0.1034,0.3333,,0.0851,,0.1313,,0.0027,0.1134,0.098,0.9896,,,0.1208,0.1034,0.3333,,0.087,,0.1368,,0.0029,0.1124,0.0944,0.9896,,,0.12,0.1034,0.3333,,0.0866,,0.1337,,0.0028,,block of flats,0.1378,Panel,No,4.0,0.0,4.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
115294,233702,0,Cash loans,M,N,N,1,207000.0,1113840.0,47322.0,900000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-19858,-2532,-2201.0,-3329,,1,1,0,1,0,0,Laborers,3.0,3,3,SATURDAY,11,0,0,0,0,1,1,Industry: type 1,,0.7494051384959907,0.1766525794312139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
97616,213346,0,Cash loans,F,Y,Y,0,157500.0,238716.0,12316.5,171000.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.010147,-9338,-191,-9309.0,-2003,11.0,1,1,0,1,0,0,Sales staff,1.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0.4958395055498432,0.6244996194071845,0.09445169198377182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-402.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
16638,119409,0,Revolving loans,F,Y,Y,0,900000.0,540000.0,27000.0,540000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-18480,-8092,-4259.0,-2031,3.0,1,1,0,1,0,0,Managers,2.0,1,1,FRIDAY,14,0,0,0,0,0,0,Other,,0.6236787915435703,0.3344541255096772,0.0369,0.0695,0.9434,0.2316,0.0144,0.032,0.2069,0.1583,0.125,0.0327,0.0319,0.069,0.0077,0.0704,0.042,0.0721,0.9439,0.2617,0.0,0.0403,0.2069,0.1667,0.0417,0.0283,0.0349,0.0742,0.0078,0.0252,0.0416,0.0695,0.9439,0.2419,0.0145,0.04,0.2069,0.1667,0.125,0.0282,0.0325,0.0725,0.0078,0.0243,reg oper spec account,block of flats,0.0769,"Stone, brick",No,0.0,0.0,0.0,0.0,-272.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
50238,158161,1,Cash loans,M,Y,Y,0,189000.0,921861.0,26955.0,769500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020713,-12839,-222,-4435.0,-4373,2.0,1,1,0,1,0,1,Laborers,1.0,3,3,TUESDAY,6,0,0,0,0,1,1,Business Entity Type 2,0.14134869698944516,0.4253131073117893,0.5971924268337128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
268597,411268,0,Cash loans,M,Y,Y,1,90000.0,284400.0,16456.5,225000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.019689,-16227,-329,-8736.0,-4160,15.0,1,1,0,1,0,0,,3.0,2,2,WEDNESDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.6359041957117655,0.7610263695502636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1190.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
181240,310050,0,Cash loans,F,N,N,0,202500.0,254700.0,25321.5,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.006207,-24784,365243,-15540.0,-4256,,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,0.8346014885025209,0.4563236519186257,,0.0619,0.0,0.9786,0.7076,,0.0,0.1379,0.1667,0.2083,0.0443,0.0504,0.0616,0.0,0.0,0.063,0.0,0.9786,0.7190000000000001,,0.0,0.1379,0.1667,0.2083,0.0453,0.0551,0.0642,0.0,0.0,0.0625,0.0,0.9786,0.7115,,0.0,0.1379,0.1667,0.2083,0.0451,0.0513,0.0627,0.0,0.0,reg oper account,block of flats,0.0534,Panel,No,2.0,0.0,2.0,0.0,-234.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
45850,153125,0,Cash loans,F,N,Y,0,58500.0,101880.0,9922.5,90000.0,Unaccompanied,Pensioner,Higher education,Single / not married,House / apartment,0.018029,-24420,365243,-3884.0,-3960,,1,0,0,1,0,0,,1.0,3,3,TUESDAY,6,0,0,0,0,0,0,XNA,,0.5112508552190855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2221.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
75559,187621,1,Cash loans,M,N,Y,0,90000.0,490536.0,18621.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-19735,-3101,-10288.0,-3122,,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Electricity,,0.58987982925765,0.4014074137749511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-772.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
290572,436632,0,Cash loans,F,N,N,0,126000.0,1042560.0,34587.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-18369,-199,-11165.0,-1888,,1,1,0,1,0,0,Security staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Security,0.5714810814925197,0.7436203608468224,0.4722533429586386,0.2289,0.171,0.9846,0.7892,0.0435,0.24,0.2069,0.3333,0.375,0.1011,0.1866,0.1403,0.0,0.0,0.2332,0.1775,0.9846,0.7975,0.0439,0.2417,0.2069,0.3333,0.375,0.1034,0.2039,0.1462,0.0,0.0,0.2311,0.171,0.9846,0.792,0.0438,0.24,0.2069,0.3333,0.375,0.1029,0.1898,0.1429,0.0,0.0,reg oper account,block of flats,0.1819,Panel,No,0.0,0.0,0.0,0.0,-447.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
228227,364352,0,Cash loans,F,Y,Y,0,135000.0,1130760.0,33192.0,810000.0,Family,Working,Higher education,Married,House / apartment,0.003813,-18820,-3873,-7182.0,-2356,19.0,1,1,0,1,1,0,,2.0,2,2,MONDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.5042932910569736,0.6263042766749393,0.0155,,0.9796,,,0.0,0.069,0.0417,,,,,,,0.0158,,0.9796,,,0.0,0.069,0.0417,,,,,,,0.0156,,0.9796,,,0.0,0.069,0.0417,,,,,,,,block of flats,0.0115,"Stone, brick",No,1.0,0.0,1.0,0.0,-1851.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0
11504,113401,0,Cash loans,M,N,Y,1,112500.0,1129500.0,31189.5,1129500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.00702,-11518,-4012,-1734.0,-3734,,1,1,1,1,1,0,,3.0,2,2,TUESDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.5410042417996026,,0.1485,0.1505,0.9881,0.8368,0.0311,0.32,0.2759,0.3333,0.375,,0.121,0.1837,,,0.1513,0.1562,0.9881,0.8432,0.0314,0.3222,0.2759,0.3333,0.375,,0.1322,0.1913,,,0.1499,0.1505,0.9881,0.8390000000000001,0.0313,0.32,0.2759,0.3333,0.375,,0.1231,0.187,,,,block of flats,0.1707,Panel,No,1.0,0.0,1.0,0.0,-1561.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
234024,371077,0,Cash loans,F,Y,Y,0,157500.0,318528.0,25294.5,252000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.003813,-14825,-2056,-927.0,-2544,12.0,1,1,0,1,0,1,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Self-employed,0.7057921983410193,0.02018490863616827,0.7001838506835805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
39041,145217,0,Cash loans,M,Y,N,0,112500.0,315000.0,17100.0,315000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.00496,-12995,-896,-1902.0,-1903,15.0,1,1,0,1,0,1,,1.0,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.4162517425093824,0.6665639682950978,0.190705947811054,0.1242,,0.9836,,,,0.0803,0.1667,,,,,,,0.1681,,0.9841,,,,0.069,0.1667,,,,,,,0.1473,,0.9841,,,,0.069,0.1667,,,,,,,,,0.032,"Stone, brick",No,7.0,0.0,6.0,0.0,-717.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
211003,344527,0,Cash loans,F,N,Y,0,328500.0,630000.0,30438.0,630000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010147,-15610,-4612,-8463.0,-4649,,1,1,0,1,1,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Other,0.7035774013646127,0.575561562134963,0.5136937663039473,0.0371,,0.9876,,,,0.1034,0.125,,,,,,,0.0378,,0.9876,,,,0.1034,0.125,,,,,,,0.0375,,0.9876,,,,0.1034,0.125,,,,,,,,block of flats,0.0336,"Stone, brick",No,0.0,0.0,0.0,0.0,-763.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
241206,379293,0,Cash loans,F,Y,N,2,103500.0,808650.0,23643.0,675000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-12434,-4668,-6506.0,-5099,2.0,1,1,1,1,1,0,Core staff,4.0,1,1,THURSDAY,20,0,0,0,0,1,1,Security Ministries,0.3382421868049864,0.7398334385664707,0.656158373001177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-736.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
216008,350285,0,Cash loans,F,N,Y,0,157500.0,363190.5,24399.0,328500.0,Unaccompanied,Working,Secondary / secondary special,Separated,With parents,0.003122,-12034,-769,-6077.0,-3531,,1,1,0,1,0,0,Core staff,1.0,3,3,FRIDAY,13,0,0,0,0,0,0,Kindergarten,0.3061232592963836,0.6923574123742647,0.3376727217405312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-577.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
190370,320723,0,Cash loans,F,Y,Y,0,90000.0,454500.0,20020.5,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-21454,365243,-4978.0,-3720,15.0,1,0,0,1,0,0,,2.0,2,2,FRIDAY,8,0,0,0,0,0,0,XNA,,0.5698357155391529,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,7.0,1.0,-1827.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
167315,293955,0,Cash loans,F,N,N,0,162000.0,450000.0,21888.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.018209,-20796,365243,-2631.0,-3116,,1,0,0,1,0,0,,2.0,3,3,SUNDAY,8,0,0,0,0,0,0,XNA,,0.03838225598717653,0.6161216908872079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2477.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
157385,282432,0,Cash loans,F,N,N,1,90000.0,416052.0,20367.0,292500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019101,-13271,-737,-3654.0,-4998,,1,1,0,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,,0.5663481519415552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3430.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
220234,355134,1,Cash loans,F,N,Y,0,184500.0,1264428.0,37098.0,990000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018634,-13337,-2593,-7412.0,-4227,,1,1,0,1,0,0,Laborers,2.0,2,2,THURSDAY,14,0,0,0,1,1,0,Industry: type 3,0.5265516008677696,0.5303985540809941,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1772.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0
53311,161745,0,Cash loans,F,N,Y,0,270000.0,675000.0,28728.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.0228,-18720,-751,-4569.0,-2273,,1,1,0,1,1,0,Cleaning staff,1.0,2,2,WEDNESDAY,15,0,0,0,0,1,1,Business Entity Type 2,,0.316821140284096,0.16342569473134347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
144612,267688,0,Cash loans,F,N,N,2,135000.0,265851.0,13572.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-11852,-2617,-2310.0,-3818,,1,1,1,1,1,0,High skill tech staff,4.0,2,2,FRIDAY,9,0,0,0,1,1,0,Business Entity Type 3,,0.6831726548637616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1670.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
149119,272887,0,Cash loans,M,N,N,0,112500.0,765000.0,40756.5,765000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-19381,-119,-10484.0,-2579,,1,1,1,1,0,0,,2.0,2,2,SATURDAY,14,0,0,0,0,0,0,Other,,0.26525634018619443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1823.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
